topic,name,solution
Dates,1901-11-8,Gospel riots: Bloody clashes take place in Athens following the translation of the Gospels into demotic Greek.
Dates,1917-11-8,"The first Council of People's Commissars is formed, including Vladimir Lenin, Leon Trotsky and Joseph Stalin."
Dates,1923-11-8,"Beer Hall Putsch: In Munich, Adolf Hitler leads the Nazis in an unsuccessful attempt to overthrow the German government."
Dates,1933-11-8,"Great Depression: New Deal: US President Franklin D. Roosevelt unveils the Civil Works Administration, an organization designed to create jobs for more than 4 million unemployed."
Dates,1936-11-8,"Spanish Civil War: Francoist troops fail in their effort to capture Madrid, but begin the 3-year Siege of Madrid afterwards."
Dates,1937-11-8,"The Nazi exhibition Der ewige Jude (""The Eternal Jew"") opens in Munich."
Dates,1939-11-8,Venlo Incident: Two British agents of SIS are captured by the Germans.
Dates,1939-11-8,"In Munich, Adolf Hitler narrowly escapes the assassination attempt of Georg Elser while celebrating the 16th anniversary of the Beer Hall Putsch."
Dates,1940-11-8,Greco-Italian War: The Italian invasion of Greece fails as outnumbered Greek units repulse the Italians in the Battle of Elaia-Kalamas.
Dates,1942-11-8,"World War II: French Resistance coup in Algiers, in which 400 civilian French patriots neutralize Vichyist XIXth Army Corps after 15 hours of fighting, and arrest several Vichyist generals, allowing the immediate success of Operation Torch in Algiers."
Dates,1950-11-8,"Korean War: United States Air Force Lt. Russell J. Brown, while piloting an F-80 Shooting Star, shoots down two North Korean MiG-15s in the first jet aircraft-to-jet aircraft dogfight in history."
Dates,1957-11-8,Pan Am Flight 7 disappears between San Francisco and Honolulu. Wreckage and bodies are discovered a week later.
Dates,1957-11-8,"Operation Grapple X, Round C1: The United Kingdom conducts its first successful hydrogen bomb test over Kiritimati in the Pacific."
Dates,1965-11-8,"The British Indian Ocean Territory is created, consisting of Chagos Archipelago, Aldabra, Farquhar and Des Roches islands."
Dates,1965-11-8,"The Murder (Abolition of Death Penalty) Act 1965 is given Royal Assent, formally abolishing the death penalty in the United Kingdom, except in cases of high treason, ""piracy with violence"" (piracy with intent to kill or cause grievous bodily harm), arson in royal dockyards and espionage, as well as other capital offences under military law. The death penalty would be abolished in all cases in 1998."
Dates,1965-11-8,"The 173rd Airborne is ambushed by over 1,200 Viet Cong in Operation Hump during the Vietnam War, while the 1st Battalion, Royal Australian Regiment fight one of the first set-piece engagements of the war between Australian forces and the Viet Cong at the Battle of Gang Toi."
Dates,1966-11-8,Former Massachusetts Attorney General Edward Brooke becomes the first African American elected to the United States Senate since Reconstruction.
Dates,1966-11-8,U.S. President Lyndon B. Johnson signs into law an antitrust exemption allowing the National Football League to merge with the upstart American Football League.
Dates,1968-11-8,The Vienna Convention on Road Traffic is signed to facilitate international road traffic and to increase road safety by standardising the uniform traffic rules among the signatories.
Dates,1972-11-8,"HBO launches its programming, with the broadcast of the 1971 movie Sometimes a Great Notion, starring Paul Newman and Henry Fonda."
Dates,1973-11-8,"The right ear of John Paul Getty III is delivered to a newspaper together with a ransom note, convincing his father to pay US$2.9 million."
Dates,1977-11-8,"Manolis Andronikos, a Greek archaeologist and professor at the Aristotle University of Thessaloniki, discovers the tomb of Philip II of Macedon at Vergina."
Dates,1987-11-8,"Remembrance Day bombing: A Provisional IRA bomb explodes in Enniskillen, Northern Ireland during a ceremony honouring those who had died in wars involving British forces. Twelve people are killed and sixty-three wounded."
Dates,1994-11-8,"Republican Revolution: On the night of the 1994 United States midterm elections, Republicans make historic electoral gains by securing massive majorities in both houses of congress (54 seats in the House and eight seats in the Senate, additionally). Thus bringing a close to four decades of Democratic domination."
Dates,1999-11-8,"Bruce Miller is killed at his junkyard near Flint, Michigan. His wife Sharee Miller, who convinced her online lover Jerry Cassaday to kill him (before later killing himself) was convicted of the crime, in what became the world's first Internet murder."
Dates,2002-11-8,"Iraq disarmament crisis: UN Security Council Resolution 1441: The United Nations Security Council unanimously approves a resolution on Iraq, forcing Saddam Hussein to disarm or face ""serious consequences""."
Dates,2004-11-8,"Iraq War: More than 10,000 U.S. troops and a small number of Iraqi army units participate in a siege on the insurgent stronghold of Fallujah."
Dates,2011-11-8,"The potentially hazardous asteroid 2005 YU55 passes 0.85 lunar distances from Earth (about 324,600 kilometres or 201,700 miles), the closest known approach by an asteroid of its brightness since 2010 XC15 in 1976."
Dates,2013-11-8,"Typhoon Haiyan, one of the strongest tropical cyclones ever recorded, strikes the Visayas region of the Philippines; the storm left at least 6,340 people dead with over 1,000 still missing, and caused $2.86 billion (2013 USD) in damage."
Dates,2016-11-8,Donald Trump is elected 45th President of the United States defeating Hillary Clinton. She is the fifth presidential candidate in U.S. history to win the popular vote but lose the election.
Dates,2016-11-8,"Indian Prime Minister Narendra Modi announces withdrawal of ₹500 and ₹1000 denomination banknotes effective midnight, making 86% of the currency in circulation invalid."
Dates,1313-11-9,Louis the Bavarian defeats his cousin Frederick I of Austria at the Battle of Gammelsdorf.
Dates,1330-11-9,"At the Battle of Posada, Basarab I of Wallachia defeats the Hungarian army of Charles I Robert."
Dates,1456-11-9,"Ulrich II, Count of Celje, last ruler of the County of Cilli, is assassinated in Belgrade."
Dates,1520-11-9,More than 50 people are sentenced and executed in the Stockholm Bloodbath
Dates,1620-11-9,"Pilgrims aboard the Mayflower sight land at Cape Cod, Massachusetts."
Dates,1688-11-9,Glorious Revolution: William of Orange captures Exeter.
Dates,1697-11-9,Pope Innocent XII founds the city of Cervia.
Dates,1720-11-9,"The synagogue of Judah HeHasid is burned down by Arab creditors, leading to the expulsion of the Ashkenazim from Jerusalem."
Dates,1729-11-9,"Spain, France and Great Britain sign the Treaty of Seville."
Dates,1780-11-9,American Revolutionary War: In the Battle of Fishdam Ford a force of British and Loyalist troops fail in a surprise attack against the South Carolina Patriot militia under Brigadier General Thomas Sumter.
Dates,1791-11-9,Foundation of the Dublin Society of United Irishmen.
Dates,1799-11-9,"Napoleon Bonaparte leads the Coup of 18 Brumaire ending the Directory government, and becoming First Consul of the successor (Consulate Government)."
Dates,1851-11-9,"Kentucky marshals abduct abolitionist minister Calvin Fairbank from Jeffersonville, Indiana, and take him to Kentucky to stand trial for helping a slave escape."
Dates,1861-11-9,"The first documented football match in Canada is played at University College, Toronto."
Dates,1862-11-9,"American Civil War: Union General Ambrose Burnside assumes command of the Army of the Potomac, after George B. McClellan is removed."
Dates,1867-11-9,"Tokugawa shogunate hands power back to the Emperor of Japan, starting the Meiji Restoration."
Dates,1872-11-9,The Great Boston Fire of 1872.
Dates,1883-11-9,"The 90th Winnipeg Battalion of Rifles, (later the Royal Winnipeg Rifles) of the Canadian Armed Forces is founded."
Dates,1887-11-9,"The United States receives rights to Pearl Harbor, Hawaii."
Dates,1906-11-9,Theodore Roosevelt is the first sitting President of the United States to make an official trip outside the country. He did so to inspect progress on the Panama Canal.
Dates,1907-11-9,The Cullinan Diamond is presented to King Edward VII on his birthday.
Dates,1913-11-9,"The Great Lakes Storm of 1913, the most destructive natural disaster ever to hit the lakes, destroys 19 ships and kills more than 250 people."
Dates,1914-11-9,SMS Emden is sunk by HMAS Sydney in the Battle of Cocos.
Dates,1918-11-9,"Kaiser Wilhelm II of Germany abdicates after the German Revolution, and Germany is proclaimed a Republic."
Dates,1923-11-9,"In Munich, Germany, police and government troops crush the Beer Hall Putsch in Bavaria. The failed coup is the work of the Nazis."
Dates,1935-11-9,"The Congress of Industrial Organizations is founded in Atlantic City, New Jersey, by eight trade unions belonging to the American Federation of Labor."
Dates,1937-11-9,The Chinese Army withdraws from the Battle of Shanghai.
Dates,1938-11-9,"The Nazi German diplomat Ernst vom Rath dies from gunshot wounds by Herschel Grynszpan, an act which the Nazis used as an excuse to instigate the 1938 national pogrom, also known as Kristallnacht."
Dates,1940-11-9,Warsaw is awarded the Virtuti Militari.
Dates,1953-11-9,Cambodia gains independence from France.
Dates,1960-11-9,"Robert McNamara is named president of Ford Motor Company, the first non-Ford to serve in that post. A month later, he resigned to join the administration of newly elected John F. Kennedy."
Dates,1963-11-9,"At Miike coal mine, Miike, Japan, an explosion kills 458, and hospitalises 839 with carbon monoxide poisoning."
Dates,1965-11-9,Several U.S. states and parts of Canada are hit by a series of blackouts lasting up to 13 hours in the Northeast blackout of 1965.
Dates,1965-11-9,"A Catholic Worker Movement member, Roger Allen LaPorte, protesting against the Vietnam War, sets himself on fire in front of the United Nations building."
Dates,1967-11-9,"Apollo program: NASA launches the unmanned Apollo 4 test spacecraft atop the first Saturn V rocket from Cape Kennedy, Florida."
Dates,1967-11-9,The first issue of Rolling Stone magazine is published.
Dates,1970-11-9,Vietnam War: The Supreme Court of the United States votes 6-3 against hearing a case to allow Massachusetts to enforce its law granting residents the right to refuse military service in an undeclared war.
Dates,1979-11-9,"Nuclear false alarm: The NORAD computers and the Alternate National Military Command Center in Fort Ritchie, Maryland detected purported massive Soviet nuclear strike. After reviewing the raw data from satellites and checking the early-warning radars, the alert is cancelled."
Dates,1985-11-9,"Garry Kasparov, 22, of the Soviet Union becomes the youngest World Chess Champion by beating fellow Soviet Anatoly Karpov."
